Date,Country,Status,AQI Value
2022-07-25 00:00:00,Bosnia And Herzegovina,Moderate,62.0
2022-07-25 00:00:00,Brazil,Unhealthy For Sensitive Groups,108.0
2022-07-25 00:00:00,Brunei,Good,11.0
2022-07-25 00:00:00,Bulgaria,Good,33.0
2022-07-25 00:00:00,Burkina Faso,Unhealthy For Sensitive Groups,107.0
2022-07-25 00:00:00,Cambodia,Good,15.0
2022-07-25 00:00:00,Canada,Good,48.0
2022-07-25 00:00:00,Cape Verde,Good,43.0
2022-07-25 00:00:00,Cayman Islands,Good,2.0
2022-07-25 00:00:00,Central African Republic,Moderate,95.0
2022-07-25 00:00:00,Chad,Moderate,70.0
2022-07-25 00:00:00,Chile,Unhealthy For Sensitive Groups,113.0
2022-07-25 00:00:00,China,Unhealthy,157.0
2022-07-25 00:00:00,Colombia,Moderate,66.0
2022-07-25 00:00:00,Costa Rica,Good,44.0
2022-07-25 00:00:00,Croatia,Good,42.0
2022-07-25 00:00:00,Cyprus,Good,40.0
2022-07-25 00:00:00,Czech Republic,Moderate,84.0
2022-07-25 00:00:00,Denmark,Good,14.0
2022-07-25 00:00:00,Dominican Republic,Good,21.0
2022-07-25 00:00:00,Ecuador,Good,39.0
2022-07-25 00:00:00,Egypt,Moderate,86.0
2022-07-25 00:00:00,El Salvador,Moderate,83.0
2022-07-25 00:00:00,Estonia,Good,15.0
2022-07-25 00:00:00,Ethiopia,Unhealthy,161.0
2022-07-25 00:00:00,Finland,Good,28.0
2022-07-25 00:00:00,France,Moderate,64.0
2022-07-25 00:00:00,French Guiana,Good,15.0
2022-07-25 00:00:00,Gabon,Unhealthy For Sensitive Groups,127.0
2022-07-25 00:00:00,Gambia,Moderate,61.0
2022-07-25 00:00:00,Georgia,Good,34.0
2022-07-25 00:00:00,Germany,Moderate,62.0
2022-07-25 00:00:00,Ghana,Moderate,84.0
2022-07-25 00:00:00,Gibraltar,Moderate,61.0
2022-07-25 00:00:00,Greece,Moderate,57.0
2022-07-25 00:00:00,Grenada,Good,6.0
2022-07-25 00:00:00,Guadeloupe,Good,38.0
2022-07-25 00:00:00,Guam,Good,1.0
2022-07-25 00:00:00,Guatemala,Good,35.0
2022-07-25 00:00:00,Honduras,Good,36.0
2022-07-25 00:00:00,Hong Kong,Moderate,58.0
2022-07-25 00:00:00,Hungary,Moderate,54.0
2022-07-25 00:00:00,Iceland,Good,8.0
2022-07-25 00:00:00,India,Unhealthy For Sensitive Groups,146.0
2022-07-25 00:00:00,Indonesia,Moderate,93.0
2022-07-25 00:00:00,Iran,Unhealthy,160.0
2022-07-25 00:00:00,Iraq,Unhealthy,158.0
2022-07-25 00:00:00,Ireland,Good,20.0
2022-07-25 00:00:00,Israel,Moderate,82.0
2022-07-25 00:00:00,Italy,Unhealthy For Sensitive Groups,113.0
2022-07-25 00:00:00,Ivory Coast,Moderate,61.0
2022-07-25 00:00:00,Japan,Moderate,89.0
2022-07-25 00:00:00,Jersey,Good,39.0
2022-07-25 00:00:00,Jordan,Good,24.0
2022-07-25 00:00:00,Kazakhstan,Moderate,85.0
2022-07-25 00:00:00,Kenya,Good,49.0
2022-07-25 00:00:00,Kosovo,Good,49.0
2022-07-25 00:00:00,Kuwait,Unhealthy For Sensitive Groups,120.0
2022-07-25 00:00:00,Kyrgyzstan,Good,42.0
2022-07-25 00:00:00,Laos,Moderate,66.0
2022-07-25 00:00:00,Latvia,Good,17.0
2022-07-25 00:00:00,Lebanon,Moderate,76.0
2022-07-25 00:00:00,Liberia,Good,2.0
2022-07-25 00:00:00,Liechtenstein,Good,17.0
2022-07-25 00:00:00,Lithuania,Good,28.0
2022-07-25 00:00:00,Luxembourg,Good,27.0
2022-07-25 00:00:00,Macao,Good,50.0
2022-07-25 00:00:00,Macedonia,Moderate,62.0
2022-07-25 00:00:00,Madagascar,Good,35.0
2022-07-25 00:00:00,Malaysia,Moderate,57.0
2022-07-25 00:00:00,Malta,Good,38.0
2022-07-25 00:00:00,Martinique,Moderate,78.0
2022-07-25 00:00:00,Mexico,Moderate,81.0
2022-07-25 00:00:00,Moldova,Good,9.0
2022-07-25 00:00:00,Monaco,Good,37.0
2022-07-25 00:00:00,Mongolia,Moderate,63.0
2022-07-25 00:00:00,Montenegro,Moderate,56.0
2022-07-25 00:00:00,Myanmar,Good,27.0
2022-07-25 00:00:00,Nepal,Good,31.0
2022-07-25 00:00:00,Netherlands,Good,38.0
2022-07-25 00:00:00,New Caledonia,Good,15.0
2022-07-25 00:00:00,New Zealand,Good,36.0
2022-07-25 00:00:00,Nigeria,Unhealthy For Sensitive Groups,105.0
2022-07-25 00:00:00,Norway,Good,35.0
2022-07-25 00:00:00,Pakistan,Moderate,91.0
2022-07-25 00:00:00,Palestinian Territory,Moderate,57.0
2022-07-25 00:00:00,Peru,Moderate,90.0
2022-07-25 00:00:00,Philippines,Moderate,83.0
2022-07-25 00:00:00,Poland,Moderate,52.0
2022-07-25 00:00:00,Portugal,Good,23.0
2022-07-25 00:00:00,Puerto Rico,Moderate,54.0
2022-07-25 00:00:00,Qatar,Unhealthy,183.0
2022-07-25 00:00:00,Reunion,Good,18.0
2022-07-25 00:00:00,Romania,Moderate,70.0
2022-07-25 00:00:00,Russia,Moderate,81.0
2022-07-25 00:00:00,San Marino,Moderate,55.0
2022-07-25 00:00:00,Senegal,Good,33.0
2022-07-25 00:00:00,Serbia,Moderate,64.0
2022-07-25 00:00:00,Singapore,Good,27.0
2022-07-25 00:00:00,Slovakia,Moderate,57.0
2022-07-25 00:00:00,Slovenia,Moderate,55.0
2022-07-25 00:00:00,South Africa,Moderate,83.0
2022-07-25 00:00:00,South Korea,Moderate,89.0
2022-07-25 00:00:00,Spain,Moderate,95.0
2022-07-25 00:00:00,Sri Lanka,Good,36.0
2022-07-25 00:00:00,Sudan,Moderate,74.0
2022-07-25 00:00:00,Sweden,Good,30.0
2022-07-25 00:00:00,Switzerland,Good,35.0
2022-07-25 00:00:00,Taiwan,Moderate,66.0
2022-07-25 00:00:00,Tajikistan,Moderate,62.0
2022-07-25 00:00:00,Thailand,Unhealthy For Sensitive Groups,116.0
2022-07-25 00:00:00,Togo,Moderate,58.0
2022-07-25 00:00:00,Trinidad And Tobago,Good,35.0
2022-07-25 00:00:00,Turkey,Moderate,80.0
2022-07-25 00:00:00,Turkmenistan,Moderate,89.0
2022-07-25 00:00:00,Uganda,Unhealthy,172.0
2022-07-25 00:00:00,Ukraine,Good,49.0
2022-07-25 00:00:00,United Arab Emirates,Unhealthy For Sensitive Groups,115.0
2022-07-25 00:00:00,United Kingdom Of Great Britain And Northern Ireland,Good,33.0
2022-07-25 00:00:00,United States Of America,Moderate,84.0
2022-07-25 00:00:00,Uzbekistan,Moderate,57.0
2022-07-25 00:00:00,Vatican,Moderate,61.0
2022-07-25 00:00:00,Venezuela,Good,5.0
2022-07-25 00:00:00,Vietnam,Moderate,84.0
2022-07-25 00:00:00,Zambia,Moderate,89.0
2022-07-26 00:00:00,Albania,Good,42.0
2022-07-26 00:00:00,Algeria,Moderate,65.0
2022-07-26 00:00:00,Andorra,Good,21.0
2022-07-26 00:00:00,Angola,Moderate,92.0
2022-07-26 00:00:00,Argentina,Good,35.0
2022-07-26 00:00:00,Armenia,Moderate,65.0
2022-07-26 00:00:00,Australia,Good,44.0
2022-07-26 00:00:00,Austria,Good,27.0
2022-07-26 00:00:00,Azerbaijan,Good,40.0
2022-07-26 00:00:00,Bahrain,Moderate,89.0
2022-07-26 00:00:00,Bangladesh,Unhealthy For Sensitive Groups,141.0
2022-07-26 00:00:00,Belarus,Good,22.0
2022-07-26 00:00:00,Belgium,Good,40.0
2022-07-26 00:00:00,Belize,Good,16.0
2022-07-26 00:00:00,Bermuda,Good,9.0
2022-07-26 00:00:00,Bolivia,Moderate,72.0
2022-07-26 00:00:00,Bosnia And Herzegovina,Moderate,72.0
2022-07-26 00:00:00,Brazil,Unhealthy For Sensitive Groups,124.0
2022-07-26 00:00:00,Brunei,Good,10.0
2022-07-26 00:00:00,Bulgaria,Good,43.0
2022-07-26 00:00:00,Burkina Faso,Good,48.0
2022-07-26 00:00:00,Cambodia,Good,15.0
2022-07-26 00:00:00,Canada,Good,49.0
2022-07-26 00:00:00,Cape Verde,Good,46.0
2022-07-26 00:00:00,Cayman Islands,Good,1.0
2022-07-26 00:00:00,Central African Republic,Unhealthy For Sensitive Groups,114.0
2022-07-26 00:00:00,Chad,Moderate,61.0
2022-07-26 00:00:00,Chile,Unhealthy For Sensitive Groups,113.0
2022-07-26 00:00:00,China,Unhealthy For Sensitive Groups,142.0
2022-07-26 00:00:00,Colombia,Moderate,64.0
2022-07-26 00:00:00,Costa Rica,Moderate,51.0
2022-07-26 00:00:00,Croatia,Good,39.0
2022-07-26 00:00:00,Cyprus,Good,35.0
2022-07-26 00:00:00,Czech Republic,Unhealthy For Sensitive Groups,128.0
2022-07-26 00:00:00,Denmark,Good,12.0
2022-07-26 00:00:00,Dominican Republic,Good,47.0
2022-07-26 00:00:00,Ecuador,Good,48.0
2022-07-26 00:00:00,Egypt,Moderate,86.0
2022-07-26 00:00:00,El Salvador,Moderate,86.0
2022-07-26 00:00:00,Estonia,Good,24.0
2022-07-26 00:00:00,Ethiopia,Unhealthy,152.0
2022-07-26 00:00:00,Finland,Good,30.0
2022-07-26 00:00:00,France,Moderate,59.0
2022-07-26 00:00:00,French Guiana,Good,7.0
2022-07-26 00:00:00,Gabon,Unhealthy,155.0
2022-07-26 00:00:00,Gambia,Good,5.0
2022-07-26 00:00:00,Georgia,Good,42.0
2022-07-26 00:00:00,Germany,Good,44.0
2022-07-26 00:00:00,Ghana,Moderate,100.0
2022-07-26 00:00:00,Gibraltar,Very Unhealthy,251.0
2022-07-26 00:00:00,Greece,Moderate,59.0
2022-07-26 00:00:00,Grenada,Good,24.0
2022-07-26 00:00:00,Guadeloupe,Good,19.0
2022-07-26 00:00:00,Guam,Good,1.0
2022-07-26 00:00:00,Guatemala,Good,28.0
2022-07-26 00:00:00,Honduras,Good,14.0
2022-07-26 00:00:00,Hong Kong,Good,49.0
2022-07-26 00:00:00,Hungary,Moderate,63.0
2022-07-26 00:00:00,Iceland,Good,27.0
2022-07-26 00:00:00,India,Unhealthy,152.0
2022-07-26 00:00:00,Indonesia,Moderate,93.0
2022-07-26 00:00:00,Iran,Unhealthy,161.0
2022-07-26 00:00:00,Iraq,Unhealthy,155.0
2022-07-26 00:00:00,Ireland,Good,18.0
2022-07-26 00:00:00,Israel,Unhealthy For Sensitive Groups,139.0
2022-07-26 00:00:00,Italy,Moderate,78.0
2022-07-26 00:00:00,Ivory Coast,Good,46.0
2022-07-26 00:00:00,Japan,Unhealthy For Sensitive Groups,129.0
2022-07-26 00:00:00,Jersey,Good,20.0
2022-07-26 00:00:00,Jordan,Good,26.0
2022-07-26 00:00:00,Kazakhstan,Moderate,62.0
2022-07-26 00:00:00,Kenya,Unhealthy For Sensitive Groups,109.0
2022-07-26 00:00:00,Kosovo,Good,46.0
2022-07-26 00:00:00,Kuwait,Unhealthy For Sensitive Groups,107.0
2022-07-26 00:00:00,Kyrgyzstan,Good,36.0
2022-07-26 00:00:00,Laos,Moderate,77.0
2022-07-26 00:00:00,Latvia,Good,19.0
2022-07-26 00:00:00,Lebanon,Moderate,76.0
2022-07-26 00:00:00,Liberia,Good,3.0
2022-07-26 00:00:00,Liechtenstein,Good,23.0
2022-07-26 00:00:00,Lithuania,Good,33.0
2022-07-26 00:00:00,Luxembourg,Good,22.0
2022-07-26 00:00:00,Macao,Moderate,68.0
2022-07-26 00:00:00,Macedonia,Moderate,58.0
2022-07-26 00:00:00,Madagascar,Moderate,87.0
2022-07-26 00:00:00,Malaysia,Moderate,56.0
2022-07-26 00:00:00,Malta,Good,49.0
2022-07-26 00:00:00,Martinique,Moderate,54.0
2022-07-26 00:00:00,Mexico,Moderate,62.0
2022-07-26 00:00:00,Moldova,Good,6.0
2022-07-26 00:00:00,Monaco,Good,42.0
2022-07-26 00:00:00,Mongolia,Good,35.0
2022-07-26 00:00:00,Montenegro,Moderate,65.0
2022-07-26 00:00:00,Myanmar,Good,27.0
2022-07-26 00:00:00,Nepal,Good,43.0
2022-07-26 00:00:00,Netherlands,Good,32.0
2022-07-26 00:00:00,New Caledonia,Good,28.0
2022-07-26 00:00:00,New Zealand,Good,42.0
2022-07-26 00:00:00,Nigeria,Unhealthy For Sensitive Groups,105.0
2022-07-26 00:00:00,Norway,Good,15.0
2022-07-26 00:00:00,Pakistan,Moderate,91.0
2022-07-26 00:00:00,Palestinian Territory,Moderate,80.0
2022-07-26 00:00:00,Peru,Moderate,82.0
2022-07-26 00:00:00,Philippines,Moderate,83.0
2022-07-26 00:00:00,Poland,Moderate,51.0
2022-07-26 00:00:00,Portugal,Good,22.0
2022-07-26 00:00:00,Puerto Rico,Good,39.0
2022-07-26 00:00:00,Qatar,Unhealthy,183.0
2022-07-26 00:00:00,Reunion,Good,30.0
2022-07-26 00:00:00,Romania,Moderate,70.0
2022-07-26 00:00:00,Russia,Moderate,80.0
2022-07-26 00:00:00,San Marino,Moderate,64.0
2022-07-26 00:00:00,Senegal,Good,33.0
2022-07-26 00:00:00,Serbia,Moderate,65.0
2022-07-26 00:00:00,Singapore,Good,19.0
2022-07-26 00:00:00,Slovakia,Moderate,77.0
2022-07-26 00:00:00,Slovenia,Good,43.0
2022-07-26 00:00:00,South Africa,Moderate,83.0
2022-07-26 00:00:00,South Korea,Unhealthy For Sensitive Groups,116.0
2022-07-26 00:00:00,Spain,Moderate,99.0
2022-07-26 00:00:00,Sri Lanka,Moderate,61.0
2022-07-26 00:00:00,Sudan,Moderate,61.0
2022-07-26 00:00:00,Sweden,Good,20.0
2022-07-26 00:00:00,Switzerland,Good,22.0
2022-07-26 00:00:00,Taiwan,Moderate,60.0
2022-07-26 00:00:00,Tajikistan,Moderate,65.0
2022-07-26 00:00:00,Thailand,Unhealthy For Sensitive Groups,112.0
2022-07-26 00:00:00,Togo,Moderate,56.0
2022-07-26 00:00:00,Trinidad And Tobago,Good,27.0
2022-07-26 00:00:00,Turkey,Unhealthy For Sensitive Groups,101.0
2022-07-26 00:00:00,Turkmenistan,Moderate,99.0
2022-07-26 00:00:00,Uganda,Unhealthy For Sensitive Groups,150.0
2022-07-26 00:00:00,Ukraine,Good,32.0
2022-07-26 00:00:00,United Arab Emirates,Very Unhealthy,251.0
2022-07-26 00:00:00,United Kingdom Of Great Britain And Northern Ireland,Good,36.0
2022-07-26 00:00:00,United States Of America,Moderate,76.0
2022-07-26 00:00:00,Uzbekistan,Good,38.0
2022-07-26 00:00:00,Vatican,Moderate,53.0
2022-07-26 00:00:00,Venezuela,Good,14.0
2022-07-26 00:00:00,Vietnam,Moderate,60.0
2022-07-26 00:00:00,Zambia,Moderate,56.0
2022-07-26 00:00:00,Albania,Good,44.0
2022-07-26 00:00:00,Andorra,Good,31.0
2022-07-26 00:00:00,Angola,Unhealthy For Sensitive Groups,113.0
2022-07-26 00:00:00,Argentina,Good,43.0
2022-07-26 00:00:00,Armenia,Moderate,57.0
2022-07-26 00:00:00,Australia,Good,39.0
2022-07-26 00:00:00,Austria,Good,48.0
2022-07-26 00:00:00,Azerbaijan,Good,13.0
2022-07-26 00:00:00,Bahrain,Moderate,70.0
2022-07-26 00:00:00,Belarus,Good,37.0
2022-07-26 00:00:00,Belgium,Good,23.0
2022-07-26 00:00:00,Belize,Good,10.0
2022-07-26 00:00:00,Bermuda,Good,8.0
2022-07-26 00:00:00,Bolivia,Good,43.0
2022-07-26 00:00:00,Bosnia And Herzegovina,Good,50.0
2022-07-26 00:00:00,Brazil,Moderate,92.0
2022-07-26 00:00:00,Bulgaria,Good,37.0
2022-07-26 00:00:00,Burkina Faso,Good,46.0
2022-07-26 00:00:00,Canada,Good,45.0
2022-07-26 00:00:00,Cape Verde,Moderate,64.0
2022-07-26 00:00:00,Central African Republic,Unhealthy For Sensitive Groups,117.0
2022-07-26 00:00:00,Chad,Moderate,70.0
2022-07-26 00:00:00,Chile,Moderate,69.0
2022-07-26 00:00:00,China,Unhealthy,154.0
2022-07-26 00:00:00,Colombia,Moderate,65.0
2022-07-26 00:00:00,Costa Rica,Good,28.0
2022-07-26 00:00:00,Croatia,Good,33.0
2022-07-26 00:00:00,Cyprus,Good,32.0
2022-07-26 00:00:00,Czech Republic,Moderate,78.0
2022-07-26 00:00:00,Denmark,Good,13.0
2022-07-26 00:00:00,Dominican Republic,Good,39.0
2022-07-26 00:00:00,Ecuador,Moderate,60.0
2022-07-26 00:00:00,El Salvador,Unhealthy For Sensitive Groups,112.0
2022-07-26 00:00:00,Ethiopia,Unhealthy,151.0
2022-07-26 00:00:00,Finland,Good,31.0
2022-07-26 00:00:00,France,Good,47.0
2022-07-26 00:00:00,French Guiana,Good,15.0
2022-07-26 00:00:00,Gabon,Unhealthy For Sensitive Groups,127.0
2022-07-26 00:00:00,Gambia,Good,34.0
2022-07-26 00:00:00,Georgia,Moderate,80.0
2022-07-26 00:00:00,Germany,Good,41.0
2022-07-26 00:00:00,Ghana,Moderate,80.0
2022-07-26 00:00:00,Gibraltar,Moderate,53.0
2022-07-26 00:00:00,Greece,Moderate,60.0
2022-07-26 00:00:00,Grenada,Good,9.0
2022-07-26 00:00:00,Guadeloupe,Good,16.0
2022-07-26 00:00:00,Guam,Good,2.0
2022-07-26 00:00:00,Guatemala,Good,35.0
2022-07-26 00:00:00,Honduras,Good,11.0
2022-07-26 00:00:00,Hong Kong,Good,25.0
2022-07-26 00:00:00,Hungary,Moderate,71.0
2022-07-26 00:00:00,Iceland,Good,9.0
2022-07-26 00:00:00,India,Unhealthy,155.0
2022-07-26 00:00:00,Iran,Unhealthy,174.0
2022-07-26 00:00:00,Iraq,Unhealthy For Sensitive Groups,139.0
2022-07-26 00:00:00,Israel,Moderate,78.0
2022-07-26 00:00:00,Italy,Moderate,94.0
2022-07-26 00:00:00,Ivory Coast,Moderate,91.0
2022-07-26 00:00:00,Japan,Unhealthy For Sensitive Groups,112.0
2022-07-26 00:00:00,Jersey,Good,24.0
2022-07-26 00:00:00,Jordan,Good,25.0
2022-07-26 00:00:00,Kazakhstan,Moderate,88.0
2022-07-26 00:00:00,Kenya,Good,39.0
2022-07-26 00:00:00,Kosovo,Good,43.0
2022-07-26 00:00:00,Kuwait,Moderate,100.0
2022-07-26 00:00:00,Laos,Good,49.0
2022-07-26 00:00:00,Latvia,Good,13.0
2022-07-26 00:00:00,Liberia,Unhealthy For Sensitive Groups,117.0
2022-07-26 00:00:00,Liechtenstein,Good,18.0
2022-07-26 00:00:00,Lithuania,Good,27.0
2022-07-26 00:00:00,Luxembourg,Good,28.0
2022-07-26 00:00:00,Macao,Good,46.0
2022-07-26 00:00:00,Macedonia,Moderate,66.0
2022-07-26 00:00:00,Madagascar,Moderate,80.0
2022-07-26 00:00:00,Malaysia,Moderate,57.0
2022-07-26 00:00:00,Malta,Good,37.0
2022-07-26 00:00:00,Martinique,Good,29.0
2022-07-26 00:00:00,Mexico,Moderate,77.0
2022-07-26 00:00:00,Moldova,Good,16.0
2022-07-26 00:00:00,Monaco,Good,41.0
2022-07-26 00:00:00,Mongolia,Good,44.0
2022-07-26 00:00:00,Montenegro,Good,45.0
2022-07-26 00:00:00,Myanmar,Good,30.0
2022-07-26 00:00:00,Nepal,Good,50.0
2022-07-26 00:00:00,Netherlands,Good,27.0
2022-07-26 00:00:00,New Caledonia,Good,11.0
2022-07-26 00:00:00,New Zealand,Good,40.0
2022-07-26 00:00:00,Norway,Good,17.0
2022-07-26 00:00:00,Palestinian Territory,Moderate,54.0
2022-07-26 00:00:00,Peru,Moderate,84.0
2022-07-26 00:00:00,Poland,Moderate,52.0
2022-07-26 00:00:00,Portugal,Good,21.0
2022-07-26 00:00:00,Puerto Rico,Good,21.0
2022-07-26 00:00:00,Reunion,Good,19.0
2022-07-26 00:00:00,Romania,Moderate,81.0
2022-07-26 00:00:00,Russia,Unhealthy For Sensitive Groups,108.0
2022-07-26 00:00:00,Serbia,Moderate,56.0
2022-07-26 00:00:00,Slovakia,Moderate,55.0
2022-07-26 00:00:00,Slovenia,Good,27.0
2022-07-26 00:00:00,South Korea,Unhealthy For Sensitive Groups,140.0
2022-07-26 00:00:00,Spain,Moderate,92.0
2022-07-26 00:00:00,Sri Lanka,Moderate,78.0
2022-07-26 00:00:00,Sudan,Moderate,63.0
2022-07-26 00:00:00,Sweden,Good,18.0
2022-07-26 00:00:00,Switzerland,Good,29.0
2022-07-26 00:00:00,Taiwan,Moderate,61.0
2022-07-26 00:00:00,Tajikistan,Moderate,72.0
2022-07-26 00:00:00,Thailand,Unhealthy For Sensitive Groups,146.0
2022-07-26 00:00:00,Togo,Moderate,52.0
2022-07-26 00:00:00,Trinidad And Tobago,Good,26.0
2022-07-26 00:00:00,Turkey,Unhealthy For Sensitive Groups,121.0
2022-07-26 00:00:00,Turkmenistan,Moderate,91.0
2022-07-26 00:00:00,Uganda,Unhealthy,162.0
2022-07-26 00:00:00,Ukraine,Moderate,56.0
2022-07-26 00:00:00,United Arab Emirates,Hazardous,327.0
2022-07-26 00:00:00,United Kingdom Of Great Britain And Northern Ireland,Good,32.0
2022-07-26 00:00:00,United States Of America,Moderate,81.0
2022-07-26 00:00:00,Uzbekistan,Moderate,75.0
2022-07-26 00:00:00,Venezuela,Good,18.0
2022-07-26 00:00:00,Vietnam,Moderate,88.0
2022-07-26 00:00:00,Zambia,Moderate,73.0
2022-07-27 00:00:00,Albania,Good,41.0
2022-07-27 00:00:00,Algeria,Moderate,65.0
2022-07-27 00:00:00,Andorra,Good,24.0
2022-07-27 00:00:00,Angola,Unhealthy For Sensitive Groups,123.0
2022-07-27 00:00:00,Argentina,Good,33.0
2022-07-27 00:00:00,Armenia,Moderate,58.0
2022-07-27 00:00:00,Australia,Good,46.0
2022-07-27 00:00:00,Austria,Good,32.0
2022-07-27 00:00:00,Azerbaijan,Good,17.0
2022-07-27 00:00:00,Bahrain,Unhealthy For Sensitive Groups,142.0
2022-07-27 00:00:00,Bangladesh,Unhealthy For Sensitive Groups,141.0
2022-07-27 00:00:00,Belarus,Good,29.0
2022-07-27 00:00:00,Belgium,Good,20.0
2022-07-27 00:00:00,Belize,Good,11.0
2022-07-27 00:00:00,Bermuda,Good,7.0
2022-07-27 00:00:00,Bolivia,Good,20.0
2022-07-27 00:00:00,Bosnia And Herzegovina,Moderate,60.0
2022-07-27 00:00:00,Brazil,Unhealthy For Sensitive Groups,103.0
2022-07-27 00:00:00,Brunei,Good,12.0
2022-07-27 00:00:00,Bulgaria,Good,33.0
2022-07-27 00:00:00,Burkina Faso,Moderate,64.0
2022-07-27 00:00:00,Cambodia,Good,15.0
2022-07-27 00:00:00,Canada,Moderate,61.0
2022-07-27 00:00:00,Cape Verde,Good,32.0
2022-07-27 00:00:00,Cayman Islands,Moderate,58.0
2022-07-27 00:00:00,Central African Republic,Unhealthy For Sensitive Groups,129.0
2022-07-27 00:00:00,Chad,Good,50.0
2022-07-27 00:00:00,Chile,Moderate,83.0
2022-07-27 00:00:00,China,Unhealthy For Sensitive Groups,147.0
2022-07-27 00:00:00,Colombia,Moderate,67.0
2022-07-27 00:00:00,Costa Rica,Good,37.0
2022-07-27 00:00:00,Croatia,Good,38.0
2022-07-27 00:00:00,Cyprus,Good,37.0
2022-07-27 00:00:00,Czech Republic,Moderate,71.0
2022-07-27 00:00:00,Denmark,Good,13.0
2022-07-27 00:00:00,Dominican Republic,Good,28.0
2022-07-27 00:00:00,Ecuador,Moderate,69.0
2022-07-27 00:00:00,Egypt,Moderate,86.0
2022-07-27 00:00:00,El Salvador,Moderate,71.0
2022-07-27 00:00:00,Estonia,Good,11.0
2022-07-27 00:00:00,Ethiopia,Unhealthy For Sensitive Groups,113.0
2022-07-27 00:00:00,Finland,Good,15.0
2022-07-27 00:00:00,France,Good,49.0
2022-07-27 00:00:00,French Guiana,Good,14.0
2022-07-27 00:00:00,Gabon,Unhealthy For Sensitive Groups,139.0
2022-07-27 00:00:00,Gambia,Good,6.0
2022-07-27 00:00:00,Georgia,Good,44.0
2022-07-27 00:00:00,Germany,Moderate,58.0
2022-07-27 00:00:00,Ghana,Moderate,63.0
2022-07-27 00:00:00,Gibraltar,Good,20.0
2022-07-27 00:00:00,Greece,Moderate,56.0
2022-07-27 00:00:00,Grenada,Good,13.0
2022-07-27 00:00:00,Guadeloupe,Good,15.0
2022-07-27 00:00:00,Guam,Good,1.0
2022-07-27 00:00:00,Guatemala,Moderate,78.0
2022-07-27 00:00:00,Honduras,Good,6.0
2022-07-27 00:00:00,Hong Kong,Good,28.0
2022-07-27 00:00:00,Hungary,Good,44.0
2022-07-27 00:00:00,Iceland,Good,11.0
2022-07-27 00:00:00,India,Unhealthy,163.0
2022-07-27 00:00:00,Indonesia,Moderate,93.0
2022-07-27 00:00:00,Iran,Very Unhealthy,225.0
2022-07-27 00:00:00,Iraq,Unhealthy For Sensitive Groups,109.0
2022-07-27 00:00:00,Ireland,Good,18.0
2022-07-27 00:00:00,Israel,Moderate,75.0
2022-07-27 00:00:00,Italy,Moderate,88.0
2022-07-27 00:00:00,Ivory Coast,Good,50.0
2022-07-27 00:00:00,Japan,Moderate,75.0
2022-07-27 00:00:00,Jersey,Good,39.0
2022-07-27 00:00:00,Jordan,Good,35.0
2022-07-27 00:00:00,Kazakhstan,Moderate,86.0
2022-07-27 00:00:00,Kenya,Moderate,72.0
2022-07-27 00:00:00,Kosovo,Good,47.0
2022-07-27 00:00:00,Kuwait,Unhealthy For Sensitive Groups,116.0
2022-07-27 00:00:00,Kyrgyzstan,Moderate,52.0
2022-07-27 00:00:00,Laos,Moderate,84.0
2022-07-27 00:00:00,Latvia,Good,6.0
2022-07-27 00:00:00,Lebanon,Moderate,76.0
2022-07-27 00:00:00,Liberia,Good,8.0
2022-07-27 00:00:00,Liechtenstein,Good,25.0
2022-07-27 00:00:00,Lithuania,Good,24.0
2022-07-27 00:00:00,Luxembourg,Moderate,54.0
2022-07-27 00:00:00,Macao,Good,30.0
2022-07-27 00:00:00,Macedonia,Moderate,63.0
2022-07-27 00:00:00,Madagascar,Moderate,57.0
2022-07-27 00:00:00,Malaysia,Moderate,58.0
2022-07-27 00:00:00,Malta,Moderate,56.0
2022-07-27 00:00:00,Martinique,Good,23.0
2022-07-27 00:00:00,Mexico,Moderate,81.0
2022-07-27 00:00:00,Moldova,Good,12.0
2022-07-27 00:00:00,Monaco,Good,32.0
2022-07-27 00:00:00,Mongolia,Good,42.0
2022-07-27 00:00:00,Montenegro,Good,49.0
2022-07-27 00:00:00,Myanmar,Good,33.0
2022-07-27 00:00:00,Nepal,Good,37.0
2022-07-27 00:00:00,Netherlands,Good,29.0
2022-07-27 00:00:00,New Caledonia,Good,16.0
2022-07-27 00:00:00,New Zealand,Good,41.0
2022-07-27 00:00:00,Nigeria,Unhealthy For Sensitive Groups,105.0
2022-07-27 00:00:00,Norway,Good,23.0
2022-07-27 00:00:00,Pakistan,Moderate,91.0
2022-07-27 00:00:00,Palestinian Territory,Moderate,55.0
2022-07-27 00:00:00,Peru,Moderate,89.0
2022-07-27 00:00:00,Philippines,Moderate,83.0
2022-07-27 00:00:00,Poland,Good,47.0
2022-07-27 00:00:00,Portugal,Good,31.0
2022-07-27 00:00:00,Puerto Rico,Good,19.0
2022-07-27 00:00:00,Qatar,Unhealthy,183.0
2022-07-27 00:00:00,Reunion,Good,17.0
2022-07-27 00:00:00,Romania,Moderate,64.0
2022-07-27 00:00:00,Russia,Unhealthy For Sensitive Groups,104.0
2022-07-27 00:00:00,San Marino,Moderate,57.0
2022-07-27 00:00:00,Senegal,Good,33.0
2022-07-27 00:00:00,Serbia,Moderate,67.0
2022-07-27 00:00:00,Singapore,Moderate,56.0
